313, 6759, 6615, 6656, 1273, 128635, 133853, 1204, 127236, 127473, 
121, 6734, 8410, 7990, 1748, 128980, 129655, 1311, 139508, 133384, 
120, 6898, 7028, 6947, 1216, 143121, 130665, 1193, 134356, 128459, 
123, 7024, 7514, 7055, 1291, 135852, 130537, 1409, 126792, 177044, 
123, 6922, 6685, 6741, 1208, 137642, 128118, 1200, 128405, 132854, 
132, 6673, 6641, 6653, 1205, 130061, 143205, 1208, 128259, 126449, 
144, 7203, 6822, 6814, 1265, 127046, 128316, 1308, 133193, 127974, 
122, 6964, 6853, 6832, 1198, 137016, 127070, 1309, 142999, 139103, 
145, 7079, 6885, 6669, 1188, 135596, 127700, 1209, 129596, 133417, 
121, 6652, 6634, 6931, 1210, 128596, 131130, 1560, 128720, 127325, 
120, 6681, 6686, 6796, 1238, 134231, 128352, 1226, 132801, 127255, 
119, 6942, 6975, 6701, 1200, 127279, 143332, 1209, 134122, 128132, 
171, 8126, 7794, 6954, 1280, 128583, 131405, 1229, 138003, 126717, 
119, 6855, 6673, 6807, 1199, 134874, 128604, 1183, 126968, 131494, 
118, 7035, 6731, 6629, 1195, 127465, 134344, 1219, 126887, 131454, 
123, 6715, 6722, 6808, 1293, 132606, 132433, 1678, 128157, 130679, 
123, 6889, 6810, 6683, 1212, 135361, 127465, 1215, 127386, 135484, 
120, 6837, 6798, 6598, 1203, 128000, 134585, 1272, 127445, 128439, 
120, 8363, 8784, 7943, 1310, 128424, 126722, 1202, 132649, 131895, 
121, 7341, 7449, 7649, 1212, 134279, 128986, 1265, 128032, 131161, 
119, 6711, 6566, 6615, 1192, 127816, 133743, 1201, 126759, 126256, 
131, 6825, 7002, 6546, 1264, 133753, 127219, 1303, 133459, 126773, 
117, 6709, 6886, 6714, 1243, 135190, 128295, 1323, 129701, 134005, 
118, 6903, 6615, 6679, 1209, 128209, 134575, 1233, 127274, 127608, 
117, 6793, 6710, 6664, 1228, 134698, 128188, 1267, 133780, 126985, 
118, 6770, 6703, 6810, 1275, 127676, 133580, 1265, 128093, 126466, 
119, 6818, 6499, 6919, 1188, 134399, 134044, 1410, 138690, 127294, 
119, 6688, 6598, 6720, 1223, 134958, 130892, 1198, 129361, 133616, 
120, 6744, 6783, 6600, 1218, 127812, 134725, 1182, 128209, 127927, 
120, 6837, 6684, 7962, 1183, 134781, 129536, 1198, 134519, 126852, 
119, 6786, 6738, 6781, 1234, 144171, 128087, 1222, 126891, 135001, 
127, 6680, 6842, 6729, 1179, 128231, 132487, 1725, 129090, 129008, 
120, 6703, 6889, 6739, 1318, 138600, 130032, 1192, 129269, 132026, 
118, 6751, 6632, 6618, 1307, 127983, 134564, 1318, 127580, 133816, 
172, 6727, 7988, 8036, 2031, 131053, 127698, 1237, 133382, 126572, 
126, 6736, 6887, 7015, 1663, 135176, 128328, 1198, 127113, 132758, 
121, 6663, 6732, 6722, 1239, 127888, 133158, 1301, 128502, 127089, 
120, 6635, 6784, 6574, 1701, 131952, 128765, 1225, 143003, 127875, 
118, 6939, 6839, 6593, 1244, 134643, 128101, 1208, 127221, 132524, 
121, 6637, 6917, 6651, 1188, 128287, 136270, 1197, 127551, 131957, 
120, 6902, 6793, 6735, 1209, 128792, 132265, 1212, 128504, 127049, 
135, 6829, 6717, 6746, 1189, 136735, 134706, 1237, 127848, 132676, 
118, 6744, 6670, 6663, 1254, 128333, 140309, 1230, 129662, 128941, 
118, 6751, 6655, 6626, 1199, 137391, 127346, 1226, 128149, 132929, 
120, 6651, 6639, 6685, 1285, 128627, 134470, 1207, 128859, 127459, 
121, 6958, 6931, 6799, 1370, 144252, 128554, 1226, 129116, 130035, 
124, 6749, 6743, 6894, 1192, 128312, 135433, 1250, 127675, 132352, 
121, 6881, 6604, 6804, 1304, 127950, 133878, 1291, 128180, 127480, 
123, 6861, 6679, 6752, 1210, 136413, 130925, 1182, 127465, 140407, 
118, 6792, 6667, 6801, 1311, 128650, 139801, 1342, 130357, 128851, 
118, 6731, 6806, 6784, 1181, 135297, 130574, 1240, 136077, 127033, 
118, 6696, 6687, 6631, 1262, 128539, 134426, 1185, 129762, 133660, 
118, 6708, 6833, 6793, 1254, 128399, 130497, 1223, 140740, 126472, 
118, 6976, 6781, 6567, 1234, 135523, 131226, 1422, 132870, 127098, 
120, 6870, 6634, 6758, 1616, 128222, 134407, 1199, 126562, 133275, 
118, 6636, 6738, 6819, 1208, 129435, 133692, 1692, 128044, 127411, 
118, 6944, 6713, 6963, 1205, 137830, 134297, 1451, 131026, 130834, 
117, 6856, 6674, 6558, 1209, 128069, 133527, 1181, 127228, 134180, 
119, 6756, 6835, 6665, 1208, 127045, 133898, 1321, 128857, 126889, 
121, 6663, 6632, 6877, 1180, 136135, 127629, 1205, 133485, 127024, 
119, 6944, 6894, 7328, 1189, 154559, 131297, 1504, 129073, 132982, 
119, 6646, 6756, 6449, 1178, 127149, 133212, 1233, 127477, 132409, 
120, 6758, 6546, 6963, 1192, 127795, 127183, 1331, 133379, 126375, 
118, 6645, 6894, 6585, 1448, 135607, 128308, 1207, 128075, 140664, 
123, 6709, 6658, 6570, 1267, 128201, 136664, 1217, 127691, 127197, 
119, 6820, 9234, 8200, 1342, 131191, 127539, 1229, 134507, 127230, 
120, 6785, 6681, 6594, 1236, 133606, 127501, 1207, 126813, 131997, 
174, 6688, 7009, 6690, 1189, 128072, 157534, 1211, 131452, 131005, 
119, 6759, 6721, 6533, 1201, 126914, 129636, 1208, 140429, 128926, 
121, 6839, 6674, 6593, 1181, 135084, 130516, 1232, 128447, 133143, 
119, 6759, 6546, 6679, 1285, 127963, 134514, 1221, 129150, 127843, 
119, 6624, 6849, 6666, 1211, 135786, 129857, 1231, 133707, 126613, 
117, 7592, 6633, 6725, 1211, 134220, 128641, 1199, 129365, 149488, 
120, 6796, 6746, 6561, 1198, 128904, 134653, 1635, 127832, 126970, 
121, 6731, 6856, 6600, 1214, 135522, 134434, 1195, 141328, 137485, 
120, 7389, 7360, 7400, 1209, 133126, 136458, 1608, 130809, 129194, 
117, 6783, 6665, 6551, 1821, 131135, 127426, 1327, 133836, 126547, 
119, 6731, 6771, 6653, 1223, 134124, 129200, 1200, 128756, 133917, 
116, 6760, 6534, 6690, 1209, 130279, 134399, 1232, 130898, 129689, 
117, 6676, 6681, 6823, 1181, 133564, 128727, 1220, 133276, 126059, 
117, 6703, 6700, 6670, 1198, 128487, 133588, 1306, 127601, 127648, 
120, 6684, 6662, 6571, 1198, 137819, 128264, 1214, 133127, 126646, 
117, 6661, 6829, 6579, 1324, 133486, 132182, 1619, 132086, 135239, 
117, 6672, 6599, 6822, 1269, 128351, 132103, 1735, 129976, 127538, 
117, 6872, 6706, 6677, 1197, 134514, 127532, 1283, 128183, 134028, 
120, 6677, 6720, 6650, 1188, 127696, 131675, 1690, 128686, 127020, 
119, 6725, 6590, 6645, 1206, 140370, 131052, 1221, 134053, 127217, 
120, 6783, 6739, 6742, 1232, 128134, 133346, 1216, 127943, 127320, 
117, 6733, 6622, 6465, 1221, 136446, 127810, 1183, 133493, 128030, 
119, 6704, 6619, 6700, 1195, 133883, 127654, 1207, 127103, 137617, 
186, 7354, 6890, 6702, 1306, 131997, 134253, 1230, 127058, 126819, 
119, 6580, 6614, 6559, 1180, 132858, 128001, 1185, 134149, 126663, 
141, 6755, 6817, 6636, 1191, 134421, 128327, 1179, 127095, 132314, 
117, 6808, 6665, 6665, 1278, 127503, 135222, 1210, 129643, 134487, 
118, 6862, 6608, 6619, 1190, 133592, 127028, 1213, 132534, 127289, 
130, 6572, 6654, 6768, 1331, 127807, 135660, 1205, 127459, 132798, 
117, 6973, 6656, 6720, 1178, 127170, 135557, 1411, 127789, 128274, 
119, 6544, 6723, 6706, 1272, 134574, 129816, 1211, 132420, 132149, 
118, 6818, 6778, 6633, 1203, 127461, 134202, 1209, 128698, 131724, 
118, 6656, 6593, 6614, 1190, 128379, 133466, 1203, 128358, 127165, 
